Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Posição na ocupação; Pessoas em idade ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual principal; Renda habitual total; Escolaridade; Horas trabalhadas principal; Horas trabalhadas total 
PNADC_022023 ;  ;  ;  ; Negra ;  ; Trabalhador doméstico ; 3877460,2649525 ; 3877460,2649525 ; 3877460,2649525 ; 0 ; 100 ; 100 ; 1095,99967565834 ; 1106,56073145806 ; 8,87038082522736 ; 32,1071555778228 ; 32,3407105877981 ; 
PNADC_022023 ;  ;  ;  ; Negra ;  ;  ; 97509156,730314 ; 53906173,9434565 ; 59534145,1482671 ; 9,45335015862637 ; 55,2831916007104 ; 61,0549277058396 ; 2218,70562770253 ; 2278,05128230111 ; 10,0895913757956 ; 38,7471715346592 ; 39,2893198389681 ; 
PNADC_022023 ;  ;  ;  ; Negra ; Sim ; Trabalhador doméstico ; 973459,74400483 ; 973459,74400483 ; 973459,74400483 ; 0 ; 100 ; 100 ; 1581,6585619948 ; 1588,28323129876 ; 8,93017153265155 ; 41,5714293570588 ; 41,7040745894857 ; 
PNADC_022023 ;  ;  ;  ; Negra ; Sim ;  ; 21020405,609186 ; 21020405,609186 ; 21020405,609186 ; 0 ; 100 ; 100 ; 2281,26191379077 ; 2324,82804895627 ; 11,4538169160439 ; 42,4651390070844 ; 42,9141628402332 ; 
PNADC_022023 ;  ;  ;  ; Negra ; Não ; Trabalhador doméstico ; 2904000,52094767 ; 2904000,52094767 ; 2904000,52094767 ; 0 ; 100 ; 100 ; 932,605240110458 ; 944,490648594063 ; 8,85012325272941 ; 28,9346046557864 ; 29,2019859703754 ; 
PNADC_022023 ;  ;  ;  ; Negra ; Não ;  ; 12954463,4721338 ; 12954463,4721338 ; 12954463,4721338 ; 0 ; 100 ; 100 ; 1482,77806996491 ; 1534,04360071729 ; 10,278745069803 ; 35,074139275305 ; 35,5753361892155 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 1969691,42134437 ; 1969691,42134437 ; 1969691,42134437 ; 0 ; 100 ; 100 ; 1274,81781024518 ; 1295,15888457551 ; 8,96375362838824 ; 32,6455264620712 ; 32,9372800392932 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ;  ;  ; 77098054,3718645 ; 45003390,444125 ; 48022439,8307867 ; 6,28674719006302 ; 58,3716292334197 ; 62,2874860099085 ; 3651,67357586581 ; 3769,60418958866 ; 11,2487550508907 ; 39,7456256385262 ; 40,3884808837647 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 516003,92059874 ; 516003,92059874 ; 516003,92059874 ; 0 ; 100 ; 100 ; 1702,24320162467 ; 1729,8744261046 ; 9,02538264218844 ; 40,5028933932812 ; 40,7997540823862 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ; Sim ;  ; 18644463,3358563 ; 18644463,3358563 ; 18644463,3358563 ; 0 ; 100 ; 100 ; 3305,11785144655 ; 3372,50664848478 ; 12,4404661667886 ; 41,9448283913023 ; 42,4293600832699 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 1453687,50074563 ; 1453687,50074563 ; 1453687,50074563 ; 0 ; 100 ; 100 ; 1122,20871772017 ; 1139,94689755443 ; 8,94187496567162 ; 29,8564592519537 ; 30,1463999981834 ; 
PNADC_022023 ;  ;  ;  ; Não Negra ; Não ;  ; 7654291,94700613 ; 7654291,94700613 ; 7654291,94700613 ; 0 ; 100 ; 100 ; 2457,5071054311 ; 2574,92688350621 ; 11,5445154074343 ; 35,7130353456086 ; 36,4238131545746 ; 
PNADC_022023 ;  ; Homem ;  ;  ;  ; Trabalhador doméstico ; 523166,78776863 ; 523166,78776863 ; 523166,78776863 ; 0 ; 100 ; 100 ; 1421,20067562983 ; 1449,77234931263 ; 8,01106193876589 ; 38,5689647820747 ; 38,9009135082852 ; 
PNADC_022023 ;  ; Homem ;  ;  ;  ;  ; 84387470,0568583 ; 56379334,3575865 ; 60527990,6502668 ; 6,85411203661366 ; 66,8100777515897 ; 71,7262771469324 ; 3145,3708996785 ; 3236,388016217 ; 10,4075312235738 ; 40,9601475400238 ; 41,5460502358605 ; 
PNADC_022023 ;  ; Homem ;  ;  ; Sim ; Trabalhador doméstico ; 183292,16193727 ; 183292,16193727 ; 183292,16193727 ; 0 ; 100 ; 100 ; 1820,79501551694 ; 1877,07860897852 ; 8,07643563153982 ; 44,0684370818338 ; 44,3479900744211 ; 
PNADC_022023 ;  ; Homem ;  ;  ; Sim ;  ; 22702693,6266201 ; 22702693,6266201 ; 22702693,6266201 ; 0 ; 100 ; 100 ; 3000,21646856469 ; 3057,52040314584 ; 11,4885287081396 ; 42,9423190937217 ; 43,4331061893945 ; 
PNADC_022023 ;  ; Homem ;  ;  ; Não ; Trabalhador doméstico ; 339874,62583136 ; 339874,62583136 ; 339874,62583136 ; 0 ; 100 ; 100 ; 1201,27742930749 ; 1214,5973970695 ; 7,97401608041457 ; 35,6031353534397 ; 35,9633407559718 ; 
PNADC_022023 ;  ; Homem ;  ;  ; Não ;  ; 10204104,8826189 ; 10204104,8826189 ; 10204104,8826189 ; 0 ; 100 ; 100 ; 2086,44709982179 ; 2181,26948804825 ; 10,295162302559 ; 38,1870681921937 ; 38,8160619294275 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ;  ; Trabalhador doméstico ; 1901,37211048 ; 1901,37211048 ; 1901,37211048 ; 0 ; 100 ; 100 ; 1295,34724813307 ; 1295,34724813307 ; 9,2716735255561 ; 45,7234644274722 ; 45,7234644274722 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ;  ;  ; 611538,02107616 ; 425510,00366759 ; 452134,69456132 ; 5,88866353633012 ; 69,5803022874677 ; 73,9340284624775 ; 4847,29714955851 ; 5059,73335820522 ; 12,0992670370485 ; 41,1909326207341 ; 42,3580116392705 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ; Sim ; Trabalhador doméstico ; 1037,73889803 ; 1037,73889803 ; 1037,73889803 ; 0 ; 100 ; 100 ; 1795,78772277606 ; 1795,78772277606 ; 7,38280899624654 ; 47,4345182598879 ; 47,4345182598879 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ; Sim ;  ; 156571,26574551 ; 156571,26574551 ; 156571,26574551 ; 0 ; 100 ; 100 ; 3774,47406491257 ; 4102,49797773205 ; 12,5337641505153 ; 42,6879863224441 ; 44,4896338244752 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ; Não ; Trabalhador doméstico ; 863,63321245 ; 863,63321245 ; 863,63321245 ; 0 ; 100 ; 100 ; 694,019578933806 ; 694,019578933806 ; 11,403784267931 ; 43,6674676305404 ; 43,6674676305404 ; 
PNADC_022023 ;  ; Homem ;  ; Amarela ; Não ;  ; 65908,77982084 ; 65908,77982084 ; 65908,77982084 ; 0 ; 100 ; 100 ; 4341,64686810241 ; 4479,17030774591 ; 12,808266555425 ; 38,1435954497377 ; 39,1042078356965 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ;  ; Trabalhador doméstico ; 167620,97671815 ; 167620,97671815 ; 167620,97671815 ; 0 ; 100 ; 100 ; 1528,19368977425 ; 1594,41638017114 ; 8,23271556565309 ; 37,1441223068057 ; 37,5703614150486 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ;  ;  ; 35694899,2646479 ; 24196146,8029328 ; 25647089,8136878 ; 5,65733976562368 ; 67,7860066883467 ; 71,8508536010595 ; 4065,46039934026 ; 4189,00490677386 ; 11,1016576732055 ; 41,5041108232029 ; 42,117228759378 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ; Sim ; Trabalhador doméstico ; 55511,75763722 ; 55511,75763722 ; 55511,75763722 ; 0 ; 100 ; 100 ; 1968,01687740283 ; 2147,66949011154 ; 7,87342374423284 ; 42,3237405312234 ; 43,1770753894312 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ; Sim ;  ; 10006366,9144203 ; 10006366,9144203 ; 10006366,9144203 ; 0 ; 100 ; 100 ; 3661,68002178522 ; 3726,05668829928 ; 12,0117266203045 ; 42,7075102184506 ; 43,1773485520475 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ; Não ; Trabalhador doméstico ; 112109,21908093 ; 112109,21908093 ; 112109,21908093 ; 0 ; 100 ; 100 ; 1302,79803441547 ; 1310,89143014144 ; 8,41394044470649 ; 34,5793937868466 ; 34,7941530903571 ; 
PNADC_022023 ;  ; Homem ;  ; Branca ; Não ;  ; 3469924,08008563 ; 3469924,08008563 ; 3469924,08008563 ; 0 ; 100 ; 100 ; 2912,34102354309 ; 3066,8843877754 ; 11,269496952198 ; 38,5752903108396 ; 39,3197897768946 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ;  ; Trabalhador doméstico ; 3274,45375167 ; 3274,45375167 ; 3274,45375167 ; 0 ; 100 ; 100 ; 1510,19888599232 ; 1531,269285057 ; 8,63712008051633 ; 47,8653603051272 ; 49,4279602498937 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ;  ;  ; 327089,29950511 ; 206244,52703773 ; 222337,52674481 ; 7,23809423568469 ; 63,0545014311934 ; 67,9745644633467 ; 2229,90989529696 ; 2257,22547909891 ; 9,38414072819546 ; 39,2080600096622 ; 39,5578162579538 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ; Sim ; Trabalhador doméstico ; 995,2009962 ; 995,2009962 ; 995,2009962 ; 0 ; 100 ; 100 ; 1477,83680629791 ; 1477,83680629791 ; 8,60912818426602 ; 64,0669524193147 ; 64,0669524193147 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ; Sim ;  ; 68322,92163045 ; 68322,92163045 ; 68322,92163045 ; 0 ; 100 ; 100 ; 2604,9580690212 ; 2619,02117814661 ; 10,1006120368907 ; 44,3822327107925 ; 44,549994947079 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ; Não ; Trabalhador doméstico ; 2279,25275547 ; 2279,25275547 ; 2279,25275547 ; 0 ; 100 ; 100 ; 1524,32929512473 ; 1554,59976297915 ; 8,64774777084794 ; 40,7911819046099 ; 43,0360673124351 ; 
PNADC_022023 ;  ; Homem ;  ; Indígena ; Não ;  ; 45971,49549295 ; 45971,49549295 ; 45971,49549295 ; 0 ; 100 ; 100 ; 1688,10384388169 ; 1728,74363504203 ; 9,61684749150613 ; 37,7872727959002 ; 38,4992629855711 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ;  ; Trabalhador doméstico ; 274030,17880836 ; 274030,17880836 ; 274030,17880836 ; 0 ; 100 ; 100 ; 1369,4714395039 ; 1383,55950875781 ; 7,92864581226786 ; 38,7243541008625 ; 39,078699276737 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ;  ;  ; 38193021,1543704 ; 25025059,6189334 ; 27110745,2165972 ; 7,69320644268739 ; 65,5225977483842 ; 70,9835053556504 ; 2430,30740667159 ; 2495,85836583066 ; 9,83422480887583 ; 40,4398753846523 ; 40,9920866744288 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ; Sim ; Trabalhador doméstico ; 98355,10909654 ; 98355,10909654 ; 98355,10909654 ; 0 ; 100 ; 100 ; 1760,63008213184 ; 1764,12262293371 ; 8,32143460065126 ; 44,3673522939576 ; 44,4066970172841 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ; Sim ;  ; 9643409,65157941 ; 9643409,65157941 ; 9643409,65157941 ; 0 ; 100 ; 100 ; 2473,78829348337 ; 2522,24165198185 ; 11,063496795539 ; 43,1435837959025 ; 43,6195493992569 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ; Não ; Trabalhador doméstico ; 175675,06971182 ; 175675,06971182 ; 175675,06971182 ; 0 ; 100 ; 100 ; 1148,08551462376 ; 1168,17038571283 ; 7,69552934719251 ; 35,5650116635782 ; 36,0957159775286 ; 
PNADC_022023 ;  ; Homem ;  ; Parda ; Não ;  ; 5323939,82885547 ; 5323939,82885547 ; 5323939,82885547 ; 0 ; 100 ; 100 ; 1614,75982263986 ; 1676,31049613673 ; 9,72527598698538 ; 37,8602838393149 ; 38,4013500830029 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ;  ; Trabalhador doméstico ; 76339,80637997 ; 76339,80637997 ; 76339,80637997 ; 0 ; 100 ; 100 ; 1374,59662415114 ; 1374,59662415114 ; 7,73069113249942 ; 40,5627888234472 ; 40,5627888234472 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ;  ;  ; 9550482,57330017 ; 6519700,18715602 ; 7087693,40332199 ; 8,01379495196213 ; 68,2656623591235 ; 74,2129347802457 ; 2375,6780702407 ; 2437,52126042203 ; 9,93779678117012 ; 40,9753410603887 ; 41,5597011890214 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ; Sim ; Trabalhador doméstico ; 27392,35530928 ; 27392,35530928 ; 27392,35530928 ; 0 ; 100 ; 100 ; 1751,87971722161 ; 1751,87971722161 ; 7,61240597312749 ; 45,6767572687154 ; 45,6767572687154 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ; Sim ;  ; 2826097,05126026 ; 2826097,05126026 ; 2826097,05126026 ; 0 ; 100 ; 100 ; 2421,29759595195 ; 2469,8456766148 ; 11,0477067631111 ; 43,0670320774238 ; 43,6180870324136 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ; Não ; Trabalhador doméstico ; 48947,45107069 ; 48947,45107069 ; 48947,45107069 ; 0 ; 100 ; 100 ; 1158,35191187179 ; 1158,35191187179 ; 7,80423580914792 ; 37,7008698137949 ; 37,7008698137949 ; 
PNADC_022023 ;  ; Homem ;  ; Preta ; Não ;  ; 1298088,87247363 ; 1298088,87247363 ; 1298088,87247363 ; 0 ; 100 ; 100 ; 1715,18127683792 ; 1787,4277194743 ; 9,85908385389573 ; 38,5055599291317 ; 39,1667729552313 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ;  ; Trabalhador doméstico ; 350369,98518833 ; 350369,98518833 ; 350369,98518833 ; 0 ; 100 ; 100 ; 1370,58088472274 ; 1381,61931925083 ; 7,8871589882698 ; 39,1249185233227 ; 39,4020577647236 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ;  ;  ; 47743503,7276705 ; 31544759,8060894 ; 34198438,6199192 ; 7,75964903931063 ; 66,0713130440134 ; 71,6295117655953 ; 2418,97018181255 ; 2483,7530197428 ; 9,85490847184947 ; 40,550545926694 ; 41,1094017682755 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ; Sim ; Trabalhador doméstico ; 125747,46440582 ; 125747,46440582 ; 125747,46440582 ; 0 ; 100 ; 100 ; 1758,72393550821 ; 1761,4556743406 ; 8,16940992941461 ; 44,6525881552275 ; 44,6833621718125 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ; Sim ;  ; 12469506,7028397 ; 12469506,7028397 ; 12469506,7028397 ; 0 ; 100 ; 100 ; 2461,89176789922 ; 2510,36659429019 ; 11,059911834285 ; 43,1262340649935 ; 43,6192179674912 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ; Não ; Trabalhador doméstico ; 224622,52078251 ; 224622,52078251 ; 224622,52078251 ; 0 ; 100 ; 100 ; 1150,29991030412 ; 1166,05260422278 ; 7,71799674235193 ; 36,0304361096109 ; 36,4454947467627 ; 
PNADC_022023 ;  ; Homem ;  ; Negra ; Não ;  ; 6622028,7013291 ; 6622028,7013291 ; 6622028,7013291 ; 0 ; 100 ; 100 ; 1634,4841700498 ; 1698,13104214737 ; 9,75128875304798 ; 37,9867746398903 ; 38,5513927599513 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ;  ; Trabalhador doméstico ; 172796,8025803 ; 172796,8025803 ; 172796,8025803 ; 0 ; 100 ; 100 ; 1525,22551356854 ; 1589,82839814585 ; 8,25157718608862 ; 37,4416898488715 ; 37,8847725665339 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ;  ;  ; 36643966,3291878 ; 24834574,5514971 ; 26329552,0303476 ; 5,67794498412817 ; 67,7726159018866 ; 71,8523529735249 ; 4065,48935853803 ; 4189,74255037662 ; 11,1043214540299 ; 41,4804215830474 ; 42,1006790659661 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 57544,69753145 ; 57544,69753145 ; 57544,69753145 ; 0 ; 100 ; 100 ; 1956,43359315935 ; 2129,73943580677 ; 7,87539425650821 ; 42,7919421229533 ; 43,6151303551328 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ; Sim ;  ; 10233186,9237805 ; 10233186,9237805 ; 10233186,9237805 ; 0 ; 100 ; 100 ; 3656,18449819708 ; 3724,24701899165 ; 12,0072653344703 ; 42,7182120795424 ; 43,2063222870052 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ; Não ; Trabalhador doméstico ; 115252,10504885 ; 115252,10504885 ; 115252,10504885 ; 0 ; 100 ; 100 ; 1302,61110994033 ; 1311,09527752523 ; 8,44228401061265 ; 34,7703403867641 ; 35,0236386588092 ; 
PNADC_022023 ;  ; Homem ;  ; Não Negra ; Não ;  ; 3582076,18128981 ; 3582076,18128981 ; 3582076,18128981 ; 0 ; 100 ; 100 ; 2923,45220167063 ; 3076,19892164427 ; 11,2768709822633 ; 38,5573421855198 ; 39,3053443310089 ; 
PNADC_022023 ;  ; Mulher ;  ;  ;  ; Trabalhador doméstico ; 5323984,89852824 ; 5323984,89852824 ; 5323984,89852824 ; 0 ; 100 ; 100 ; 1130,41210978675 ; 1142,83344201248 ; 8,98557419300096 ; 31,6713580508618 ; 31,9167757718298 ; 
PNADC_022023 ;  ; Mulher ;  ;  ;  ;  ; 90219741,0453202 ; 42530230,0299951 ; 47028594,328787 ; 9,56516851714275 ; 47,1407139249389 ; 52,1267228035636 ; 2503,76776735187 ; 2583,17206992987 ; 10,7989016290555 ; 36,8700997624491 ; 37,4608090623623 ; 
PNADC_022023 ;  ; Mulher ;  ;  ; Sim ; Trabalhador doméstico ; 1306171,5026663 ; 1306171,5026663 ; 1306171,5026663 ; 0 ; 100 ; 100 ; 1595,73811373159 ; 1603,69290948311 ; 9,08526163211253 ; 40,7989039353984 ; 40,9758073516746 ; 
PNADC_022023 ;  ; Mulher ;  ;  ; Sim ;  ; 16962175,3184221 ; 16962175,3184221 ; 16962175,3184221 ; 0 ; 100 ; 100 ; 2444,39190451321 ; 2495,75631390522 ; 12,4916033618603 ; 41,2545522087889 ; 41,6867083008208 ; 
PNADC_022023 ;  ; Mulher ;  ;  ; Não ; Trabalhador doméstico ; 4017813,39586194 ; 4017813,39586194 ; 4017813,39586194 ; 0 ; 100 ; 100 ; 978,675792001695 ; 992,553599455767 ; 8,95301000964729 ; 28,7040374839236 ; 28,9717288705641 ; 
PNADC_022023 ;  ; Mulher ;  ;  ; Não ;  ; 10404650,536521 ; 10404650,536521 ; 10404650,536521 ; 0 ; 100 ; 100 ; 1606,43660945887 ; 1663,55947110398 ; 11,1970044392446 ; 32,4912215675127 ; 33,0212653098063 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ;  ; Trabalhador doméstico ; 30113,03211345 ; 30113,03211345 ; 30113,03211345 ; 0 ; 100 ; 100 ; 1418,1464266497 ; 1428,33538952593 ; 10,0938695153818 ; 36,8770087857056 ; 36,9145337322916 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ;  ;  ; 758950,31100516 ; 379636,79582523 ; 401838,99743175 ; 5,52514856657009 ; 50,0212978794931 ; 52,9466806462667 ; 3771,01176478898 ; 3919,90048263331 ; 12,1232772081495 ; 38,4889030098229 ; 39,1564167138831 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ; Sim ; Trabalhador doméstico ; 10790,7284446 ; 10790,7284446 ; 10790,7284446 ; 0 ; 100 ; 100 ; 1835,75789170747 ; 1835,75789170747 ; 10,7113841993838 ; 42,4210830465921 ; 42,4210830465921 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ; Sim ;  ; 145491,50206067 ; 145491,50206067 ; 145491,50206067 ; 0 ; 100 ; 100 ; 2956,48142838478 ; 3183,29328878525 ; 13,5295789305815 ; 40,6281472002606 ; 41,0062476339554 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ; Não ; Trabalhador doméstico ; 19322,30366885 ; 19322,30366885 ; 19322,30366885 ; 0 ; 100 ; 100 ; 1182,43630728426 ; 1198,3761698764 ; 9,74482688199379 ; 33,7808665838641 ; 33,8393477019009 ; 
PNADC_022023 ;  ; Mulher ;  ; Amarela ; Não ;  ; 81335,17158076 ; 81335,17158076 ; 81335,17158076 ; 0 ; 100 ; 100 ; 2402,70786864251 ; 2429,34489998356 ; 12,4411646678358 ; 36,438082888454 ; 36,854634191167 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ;  ; Trabalhador doméstico ; 1741436,0404394 ; 1741436,0404394 ; 1741436,0404394 ; 0 ; 100 ; 100 ; 1253,30226041352 ; 1269,12246154812 ; 9,01169055013189 ; 32,1194911422895 ; 32,4028134518166 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ;  ;  ; 39279817,3858706 ; 19623597,2974362 ; 21095153,262731 ; 6,97580125144049 ; 49,9584738509884 ; 53,7048150084303 ; 3132,19354097978 ; 3242,08109108609 ; 11,3764046326133 ; 37,6106350026022 ; 38,2852686783153 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 442366,89698245 ; 442366,89698245 ; 442366,89698245 ; 0 ; 100 ; 100 ; 1669,14671426776 ; 1678,8332163461 ; 9,11636918251442 ; 40,1094776861679 ; 40,3486709041492 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ; Sim ;  ; 8222491,89568996 ; 8222491,89568996 ; 8222491,89568996 ; 0 ; 100 ; 100 ; 2880,90834505527 ; 2944,95225849373 ; 12,9598983109745 ; 41,0058679652796 ; 41,4895837948561 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ; Não ; Trabalhador doméstico ; 1299069,14345695 ; 1299069,14345695 ; 1299069,14345695 ; 0 ; 100 ; 100 ; 1111,20637204365 ; 1129,12248526344 ; 8,97603729899551 ; 29,3986925057047 ; 29,6970419209038 ; 
PNADC_022023 ;  ; Mulher ;  ; Branca ; Não ;  ; 3941946,92482337 ; 3941946,92482337 ; 3941946,92482337 ; 0 ; 100 ; 100 ; 2047,23940233649 ; 2135,13050190711 ; 11,7758502668544 ; 33,1371383181543 ; 33,8273344855421 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ;  ; Trabalhador doméstico ; 24492,09866746 ; 24492,09866746 ; 24492,09866746 ; 0 ; 100 ; 100 ; 891,19011809005 ; 939,821001801663 ; 8,90820254212295 ; 30,9469309504266 ; 31,0932463220154 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ;  ;  ; 404461,53727028 ; 161449,95629463 ; 191359,87670169 ; 15,6301942301554 ; 39,9172582352971 ; 47,3122556951106 ; 1955,17421199722 ; 2005,86299559412 ; 10,2306568461844 ; 35,6689316473118 ; 35,8837509101299 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ; Sim ; Trabalhador doméstico ; 5034,99832958 ; 5034,99832958 ; 5034,99832958 ; 0 ; 100 ; 100 ; 1438,25454772713 ; 1438,25454772713 ; 10,1541797728699 ; 44,6102391315821 ; 44,6102391315821 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ; Sim ;  ; 42677,03401985 ; 42677,03401985 ; 42677,03401985 ; 0 ; 100 ; 100 ; 2074,12293922918 ; 2081,89527789132 ; 12,1876599412608 ; 41,86784616166 ; 42,0213358591177 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ; Não ; Trabalhador doméstico ; 19457,10033788 ; 19457,10033788 ; 19457,10033788 ; 0 ; 100 ; 100 ; 749,623880492313 ; 810,839189118325 ; 8,61745417414927 ; 27,4112173716298 ; 27,595395407169 ; 
PNADC_022023 ;  ; Mulher ;  ; Indígena ; Não ;  ; 48050,95241724 ; 48050,95241724 ; 48050,95241724 ; 0 ; 100 ; 100 ; 1420,84027161292 ; 1488,06681008495 ; 10,7390825042355 ; 33,8116791186529 ; 33,9470200183483 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ;  ; Trabalhador doméstico ; 2667022,84040091 ; 2667022,84040091 ; 2667022,84040091 ; 0 ; 100 ; 100 ; 1053,38883233653 ; 1065,30895923125 ; 8,95641493752379 ; 31,1166894409355 ; 31,3663537784889 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ;  ;  ; 40043307,5816408 ; 17630952,0702797 ; 19918782,3198565 ; 11,4857937239271 ; 44,029709669546 ; 49,7430994661114 ; 1930,56893031422 ; 1982,61023592325 ; 10,2808011033021 ; 36,1029839363748 ; 36,618060320468 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ; Sim ; Trabalhador doméstico ; 594864,12746949 ; 594864,12746949 ; 594864,12746949 ; 0 ; 100 ; 100 ; 1564,53007846792 ; 1571,25260582091 ; 8,93862235154043 ; 41,1917946944047 ; 41,3654209772782 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ; Sim ;  ; 6621558,28345818 ; 6621558,28345818 ; 6621558,28345818 ; 0 ; 100 ; 100 ; 2011,89785349626 ; 2049,6394809873 ; 12,0140579512426 ; 41,5258894145347 ; 41,8955650870972 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ; Não ; Trabalhador doméstico ; 2072158,71293142 ; 2072158,71293142 ; 2072158,71293142 ; 0 ; 100 ; 100 ; 906,182326517428 ; 919,59933998308 ; 8,96162453288615 ; 28,2243826603946 ; 28,4958755918533 ; 
PNADC_022023 ;  ; Mulher ;  ; Parda ; Não ;  ; 4977538,92959046 ; 4977538,92959046 ; 4977538,92959046 ; 0 ; 100 ; 100 ; 1332,58535011606 ; 1371,1814370822 ; 10,8555902165268 ; 31,9689344706092 ; 32,4071808363156 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ;  ; Trabalhador doméstico ; 860067,43936326 ; 860067,43936326 ; 860067,43936326 ; 0 ; 100 ; 100 ; 1116,94361140366 ; 1123,10336067688 ; 8,98136513293841 ; 32,3196764826807 ; 32,4855222079555 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ;  ;  ; 9722345,42100268 ; 4730462,06708739 ; 5416924,20849138 ; 12,6725446947904 ; 48,6555647042577 ; 55,7162286868504 ; 1935,73408478458 ; 1985,9714239652 ; 10,4505040914601 ; 36,5766716804382 ; 37,10830694781 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ; Sim ; Trabalhador doméstico ; 252848,15212952 ; 252848,15212952 ; 252848,15212952 ; 0 ; 100 ; 100 ; 1533,8970844298 ; 1542,22757554546 ; 9,28946541115449 ; 40,9322438910652 ; 41,0191379102396 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ; Sim ;  ; 1929340,62288812 ; 1929340,62288812 ; 1929340,62288812 ; 0 ; 100 ; 100 ; 2038,30048631228 ; 2070,13119185445 ; 12,0580694535215 ; 41,4159549946733 ; 41,8531862448397 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ; Não ; Trabalhador doméstico ; 607219,28723374 ; 607219,28723374 ; 607219,28723374 ; 0 ; 100 ; 100 ; 943,065685633134 ; 948,320192203358 ; 8,85619859255795 ; 28,7333744661199 ; 28,9320959471796 ; 
PNADC_022023 ;  ; Mulher ;  ; Preta ; Não ;  ; 1354895,84121427 ; 1354895,84121427 ; 1354895,84121427 ; 0 ; 100 ; 100 ; 1291,95748758311 ; 1328,99314403177 ; 10,6827622545626 ; 32,2464110732379 ; 32,668902126644 ; 
