Local; Sexo; Faixa etária; Raça; Previdência; Posição; Atividade; Força de trabalho; Pessoas ocupadas; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual
Rio Grande do Norte ;  ; Pleno ; Preta ;  ;  ; Serviços domésticos ; 3504.99528903 ; 3504.99528903 ; 3504.99528903 ; 0 ; 100 ; 100 ; 815.248432368133 
Rio Grande do Norte ;  ; Pleno ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Pleno ;  ; Contribuinte ;  ; Serviços domésticos ; 13718.09010758 ; 13718.09010758 ; 13718.09010758 ; 0 ; 100 ; 100 ; 1342.52335232091 
Rio Grande do Norte ;  ; Pleno ;  ; Não contribuinte ;  ; Serviços domésticos ; 37538.85306624 ; 37538.85306624 ; 37538.85306624 ; 0 ; 100 ; 100 ; 656.903827098388 
Rio Grande do Norte ;  ; Pleno ;  ;  ;  ; Serviços domésticos ; 51256.94317382 ; 51256.94317382 ; 51256.94317382 ; 0 ; 100 ; 100 ; 849.828672195422 
Rio Grande do Norte ;  ; Senior ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Branca ; Contribuinte ;  ; Serviços domésticos ; 1607.61242431 ; 1607.61242431 ; 1607.61242431 ; 0 ; 100 ; 100 ; 1539.83842667258 
Rio Grande do Norte ;  ; Senior ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 3699.40250029 ; 3699.40250029 ; 3699.40250029 ; 0 ; 100 ; 100 ; 921.497695438841 
Rio Grande do Norte ;  ; Senior ; Branca ;  ;  ; Serviços domésticos ; 5307.0149246 ; 5307.0149246 ; 5307.0149246 ; 0 ; 100 ; 100 ; 1122.55183941036 
Rio Grande do Norte ;  ; Senior ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Parda ; Contribuinte ;  ; Serviços domésticos ; 5740.6358768 ; 5740.6358768 ; 5740.6358768 ; 0 ; 100 ; 100 ; 1145.62597886289 
Rio Grande do Norte ;  ; Senior ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 7476.59096228 ; 7476.59096228 ; 7476.59096228 ; 0 ; 100 ; 100 ; 664.424002135729 
Rio Grande do Norte ;  ; Senior ; Parda ;  ;  ; Serviços domésticos ; 13217.22683908 ; 13217.22683908 ; 13217.22683908 ; 0 ; 100 ; 100 ; 873.424374545111 
Rio Grande do Norte ;  ; Senior ; Preta ; Contribuinte ;  ; Serviços domésticos ; 1062.46272256 ; 1062.46272256 ; 1062.46272256 ; 0 ; 100 ; 100 ; 1152.18698234024 
Rio Grande do Norte ;  ; Senior ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 1000.33290272 ; 1000.33290272 ; 1000.33290272 ; 0 ; 100 ; 100 ; 1045.09117715448 
Rio Grande do Norte ;  ; Senior ; Preta ;  ;  ; Serviços domésticos ; 2062.79562528 ; 2062.79562528 ; 2062.79562528 ; 0 ; 100 ; 100 ; 1100.25190144435 
Rio Grande do Norte ;  ; Senior ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Senior ;  ; Contribuinte ;  ; Serviços domésticos ; 8410.71102367 ; 8410.71102367 ; 8410.71102367 ; 0 ; 100 ; 100 ; 1221.8040390448 
Rio Grande do Norte ;  ; Senior ;  ; Não contribuinte ;  ; Serviços domésticos ; 12176.32636529 ; 12176.32636529 ; 12176.32636529 ; 0 ; 100 ; 100 ; 769.265230543761 
Rio Grande do Norte ;  ; Senior ;  ;  ;  ; Serviços domésticos ; 20587.03738896 ; 20587.03738896 ; 20587.03738896 ; 0 ; 100 ; 100 ; 957.463952674909 
Rio Grande do Norte ;  ; Idoso ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Branca ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 452.23771165 ; 452.23771165 ; 452.23771165 ; 0 ; 100 ; 100 ; 607.017010339146 
Rio Grande do Norte ;  ; Idoso ; Branca ;  ;  ; Serviços domésticos ; 452.23771165 ; 452.23771165 ; 452.23771165 ; 0 ; 100 ; 100 ; 607.017010339146 
Rio Grande do Norte ;  ; Idoso ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Parda ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 214.74014743 ; 214.74014743 ; 214.74014743 ; 0 ; 100 ; 100 ; 1300 
Rio Grande do Norte ;  ; Idoso ; Parda ;  ;  ; Serviços domésticos ; 214.74014743 ; 214.74014743 ; 214.74014743 ; 0 ; 100 ; 100 ; 1300 
Rio Grande do Norte ;  ; Idoso ; Preta ; Contribuinte ;  ; Serviços domésticos ; 510.69553735 ; 510.69553735 ; 510.69553735 ; 0 ; 100 ; 100 ; 1320 
Rio Grande do Norte ;  ; Idoso ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 461.26574158 ; 461.26574158 ; 461.26574158 ; 0 ; 100 ; 100 ; 506.936075367403 
Rio Grande do Norte ;  ; Idoso ; Preta ;  ;  ; Serviços domésticos ; 971.96127893 ; 971.96127893 ; 971.96127893 ; 0 ; 100 ; 100 ; 934.142515470917 
Rio Grande do Norte ;  ; Idoso ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ; Idoso ;  ; Contribuinte ;  ; Serviços domésticos ; 510.69553735 ; 510.69553735 ; 510.69553735 ; 0 ; 100 ; 100 ; 1320 
Rio Grande do Norte ;  ; Idoso ;  ; Não contribuinte ;  ; Serviços domésticos ; 1128.24360066 ; 1128.24360066 ; 1128.24360066 ; 0 ; 100 ; 100 ; 697.996797522026 
Rio Grande do Norte ;  ; Idoso ;  ;  ;  ; Serviços domésticos ; 1638.93913801 ; 1638.93913801 ; 1638.93913801 ; 0 ; 100 ; 100 ; 891.81379313579 
Rio Grande do Norte ;  ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 6176.34723529 ; 6176.34723529 ; 6176.34723529 ; 0 ; 100 ; 100 ; 1540.90077427072 
Rio Grande do Norte ;  ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 15732.43813967 ; 15732.43813967 ; 15732.43813967 ; 0 ; 100 ; 100 ; 681.960003423465 
Rio Grande do Norte ;  ;  ; Branca ;  ;  ; Serviços domésticos ; 21908.78537496 ; 21908.78537496 ; 21908.78537496 ; 0 ; 100 ; 100 ; 933.74463842363 
Rio Grande do Norte ;  ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 17001.90618223 ; 17001.90618223 ; 17001.90618223 ; 0 ; 100 ; 100 ; 1265.27671763727 
Rio Grande do Norte ;  ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 44826.85241662 ; 44826.85241662 ; 44826.85241662 ; 0 ; 100 ; 100 ; 657.148520706961 
Rio Grande do Norte ;  ;  ; Parda ;  ;  ; Serviços domésticos ; 61828.75859885 ; 61828.75859885 ; 61828.75859885 ; 0 ; 100 ; 100 ; 831.709436377166 
Rio Grande do Norte ;  ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 3378.48260526 ; 3378.48260526 ; 3378.48260526 ; 0 ; 100 ; 100 ; 1265.96018344894 
Rio Grande do Norte ;  ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 4248.54518324 ; 4248.54518324 ; 4248.54518324 ; 0 ; 100 ; 100 ; 661.01451123387 
Rio Grande do Norte ;  ;  ; Preta ;  ;  ; Serviços domésticos ; 7627.0277885 ; 7627.0277885 ; 7627.0277885 ; 0 ; 100 ; 100 ; 928.982386450945 
Rio Grande do Norte ;  ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ;  ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 26556.73602278 ; 26556.73602278 ; 26556.73602278 ; 0 ; 100 ; 100 ; 1329.46604256264 
Rio Grande do Norte ;  ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 64807.83573953 ; 64807.83573953 ; 64807.83573953 ; 0 ; 100 ; 100 ; 663.437492709787 
Rio Grande do Norte ;  ;  ;  ;  ;  ; Serviços domésticos ; 91364.57176231 ; 91364.57176231 ; 91364.57176231 ; 0 ; 100 ; 100 ; 864.597743601369 
 ; Homem ; Jovem ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 734.74554026 ; 734.74554026 ; 734.74554026 ; 0 ; 100 ; 100 ; 100 
 ; Homem ; Jovem ; Amarela ;  ;  ; Serviços domésticos ; 734.74554026 ; 734.74554026 ; 734.74554026 ; 0 ; 100 ; 100 ; 100 
 ; Homem ; Jovem ; Branca ; Contribuinte ;  ; Serviços domésticos ; 7336.14618223 ; 7336.14618223 ; 7336.14618223 ; 0 ; 100 ; 100 ; 1556.3172837984 
 ; Homem ; Jovem ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 16182.04540081 ; 16182.04540081 ; 16182.04540081 ; 0 ; 100 ; 100 ; 946.451981449891 
 ; Homem ; Jovem ; Branca ;  ;  ; Serviços domésticos ; 23518.19158304 ; 23518.19158304 ; 23518.19158304 ; 0 ; 100 ; 100 ; 1165.62660695325 
 ; Homem ; Jovem ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 1185.96047031 ; 1185.96047031 ; 1185.96047031 ; 0 ; 100 ; 100 ; 1545.45916822827 
 ; Homem ; Jovem ; Indígena ;  ;  ; Serviços domésticos ; 1185.96047031 ; 1185.96047031 ; 1185.96047031 ; 0 ; 100 ; 100 ; 1545.45916822827 
 ; Homem ; Jovem ; Parda ; Contribuinte ;  ; Serviços domésticos ; 14106.48399749 ; 14106.48399749 ; 14106.48399749 ; 0 ; 100 ; 100 ; 2113.17263647732 
 ; Homem ; Jovem ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 42765.80618077 ; 42765.80618077 ; 42765.80618077 ; 0 ; 100 ; 100 ; 878.026672200538 
 ; Homem ; Jovem ; Parda ;  ;  ; Serviços domésticos ; 56872.29017826 ; 56872.29017826 ; 56872.29017826 ; 0 ; 100 ; 100 ; 1218.16967994176 
 ; Homem ; Jovem ; Preta ; Contribuinte ;  ; Serviços domésticos ; 3047.57583667 ; 3047.57583667 ; 3047.57583667 ; 0 ; 100 ; 100 ; 1439.40852526099 
 ; Homem ; Jovem ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 6119.16142253 ; 6119.16142253 ; 6119.16142253 ; 0 ; 100 ; 100 ; 1038.06820211307 
 ; Homem ; Jovem ; Preta ;  ;  ; Serviços domésticos ; 9166.7372592 ; 9166.7372592 ; 9166.7372592 ; 0 ; 100 ; 100 ; 1171.49790960026 
 ; Homem ; Jovem ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Jovem ;  ; Contribuinte ;  ; Serviços domésticos ; 24490.20601639 ; 24490.20601639 ; 24490.20601639 ; 0 ; 100 ; 100 ; 1862.52062111821 
 ; Homem ; Jovem ;  ; Não contribuinte ;  ; Serviços domésticos ; 66987.71901468 ; 66987.71901468 ; 66987.71901468 ; 0 ; 100 ; 100 ; 913.984958339689 
 ; Homem ; Jovem ;  ;  ;  ; Serviços domésticos ; 91477.92503107 ; 91477.92503107 ; 91477.92503107 ; 0 ; 100 ; 100 ; 1194.7931747764 
 ; Homem ; Pleno ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Branca ; Contribuinte ;  ; Serviços domésticos ; 35303.63256848 ; 35303.63256848 ; 35303.63256848 ; 0 ; 100 ; 100 ; 1789.5278041501 
 ; Homem ; Pleno ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 28189.55453338 ; 28189.55453338 ; 28189.55453338 ; 0 ; 100 ; 100 ; 1364.48821486087 
 ; Homem ; Pleno ; Branca ;  ;  ; Serviços domésticos ; 63493.18710186 ; 63493.18710186 ; 63493.18710186 ; 0 ; 100 ; 100 ; 1600.32591247755 
 ; Homem ; Pleno ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 323.56331952 ; 323.56331952 ; 323.56331952 ; 0 ; 100 ; 100 ; 1329.19225319487 
 ; Homem ; Pleno ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 537.58766146 ; 537.58766146 ; 537.58766146 ; 0 ; 100 ; 100 ; 1041.14575440018 
 ; Homem ; Pleno ; Indígena ;  ;  ; Serviços domésticos ; 861.15098098 ; 861.15098098 ; 861.15098098 ; 0 ; 100 ; 100 ; 1149.37448941255 
 ; Homem ; Pleno ; Parda ; Contribuinte ;  ; Serviços domésticos ; 49562.12274299 ; 49562.12274299 ; 49562.12274299 ; 0 ; 100 ; 100 ; 1827.7333908934 
 ; Homem ; Pleno ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 80137.25635228 ; 80137.25635228 ; 80137.25635228 ; 0 ; 100 ; 100 ; 1592.62819279773 
 ; Homem ; Pleno ; Parda ;  ;  ; Serviços domésticos ; 129699.37909527 ; 129699.37909527 ; 129699.37909527 ; 0 ; 100 ; 100 ; 1683.07115100263 
 ; Homem ; Pleno ; Preta ; Contribuinte ;  ; Serviços domésticos ; 16150.19776914 ; 16150.19776914 ; 16150.19776914 ; 0 ; 100 ; 100 ; 1773.87350175649 
 ; Homem ; Pleno ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 18021.51141127 ; 18021.51141127 ; 18021.51141127 ; 0 ; 100 ; 100 ; 1162.08216841441 
 ; Homem ; Pleno ; Preta ;  ;  ; Serviços domésticos ; 34171.70918041 ; 34171.70918041 ; 34171.70918041 ; 0 ; 100 ; 100 ; 1452.13826826508 
 ; Homem ; Pleno ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Pleno ;  ; Contribuinte ;  ; Serviços domésticos ; 101339.51640013 ; 101339.51640013 ; 101339.51640013 ; 0 ; 100 ; 100 ; 1804.27255274651 
 ; Homem ; Pleno ;  ; Não contribuinte ;  ; Serviços domésticos ; 126885.90995839 ; 126885.90995839 ; 126885.90995839 ; 0 ; 100 ; 100 ; 1477.94405088613 
 ; Homem ; Pleno ;  ;  ;  ; Serviços domésticos ; 228225.42635852 ; 228225.42635852 ; 228225.42635852 ; 0 ; 100 ; 100 ; 1623.33155505859 
 ; Homem ; Senior ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 184.25942055 ; 184.25942055 ; 184.25942055 ; 0 ; 100 ; 100 ; 1350 
 ; Homem ; Senior ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 161.68256854 ; 161.68256854 ; 161.68256854 ; 0 ; 100 ; 100 ; 896.497273916947 
 ; Homem ; Senior ; Amarela ;  ;  ; Serviços domésticos ; 345.94198909 ; 345.94198909 ; 345.94198909 ; 0 ; 100 ; 100 ; 1138.0468751831 
 ; Homem ; Senior ; Branca ; Contribuinte ;  ; Serviços domésticos ; 34375.20976371 ; 34375.20976371 ; 34375.20976371 ; 0 ; 100 ; 100 ; 2088.81214807009 
 ; Homem ; Senior ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 31646.61749711 ; 31646.61749711 ; 31646.61749711 ; 0 ; 100 ; 100 ; 2100.99288705155 
 ; Homem ; Senior ; Branca ;  ;  ; Serviços domésticos ; 66021.82726082 ; 66021.82726082 ; 66021.82726082 ; 0 ; 100 ; 100 ; 2094.54580998451 
 ; Homem ; Senior ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 538.50535059 ; 538.50535059 ; 538.50535059 ; 0 ; 100 ; 100 ; 2000 
 ; Homem ; Senior ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 539.51116922 ; 539.51116922 ; 539.51116922 ; 0 ; 100 ; 100 ; 1211.63048247003 
 ; Homem ; Senior ; Indígena ;  ;  ; Serviços domésticos ; 1078.01651981 ; 1078.01651981 ; 1078.01651981 ; 0 ; 100 ; 100 ; 1605.44745617167 
 ; Homem ; Senior ; Parda ; Contribuinte ;  ; Serviços domésticos ; 34556.49724017 ; 34556.49724017 ; 34556.49724017 ; 0 ; 100 ; 100 ; 1691.7194519187 
 ; Homem ; Senior ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 51685.80183286 ; 51685.80183286 ; 51685.80183286 ; 0 ; 100 ; 100 ; 1104.37329358287 
 ; Homem ; Senior ; Parda ;  ;  ; Serviços domésticos ; 86242.29907303 ; 86242.29907303 ; 86242.29907303 ; 0 ; 100 ; 100 ; 1343.19080604156 
 ; Homem ; Senior ; Preta ; Contribuinte ;  ; Serviços domésticos ; 10289.42399738 ; 10289.42399738 ; 10289.42399738 ; 0 ; 100 ; 100 ; 2948.05175392962 
 ; Homem ; Senior ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 14046.36566647 ; 14046.36566647 ; 14046.36566647 ; 0 ; 100 ; 100 ; 1010.55605703813 
 ; Homem ; Senior ; Preta ;  ;  ; Serviços domésticos ; 24335.78966385 ; 24335.78966385 ; 24335.78966385 ; 0 ; 100 ; 100 ; 1829.74931083378 
 ; Homem ; Senior ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Senior ;  ; Contribuinte ;  ; Serviços domésticos ; 79943.8957724 ; 79943.8957724 ; 79943.8957724 ; 0 ; 100 ; 100 ; 2026.89267644972 
 ; Homem ; Senior ;  ; Não contribuinte ;  ; Serviços domésticos ; 98079.9787342 ; 98079.9787342 ; 98079.9787342 ; 0 ; 100 ; 100 ; 1410.66688875148 
 ; Homem ; Senior ;  ;  ;  ; Serviços domésticos ; 178023.8745066 ; 178023.8745066 ; 178023.8745066 ; 0 ; 100 ; 100 ; 1691.20396116004 
 ; Homem ; Idoso ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Idoso ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Idoso ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
 ; Homem ; Idoso ; Branca ; Contribuinte ;  ; Serviços domésticos ; 4518.88095899 ; 4518.88095899 ; 4518.88095899 ; 0 ; 100 ; 100 ; 3529.65248784368 
 ; Homem ; Idoso ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 18822.67695167 ; 18822.67695167 ; 18822.67695167 ; 0 ; 100 ; 100 ; 1063.93976214508 
